Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC
1	0.42494380412491156	0.16225418898127675	0.048047284821611594
2	0.4113426716774855	0.1571155009906243	0.0492637541844469
3	0.4074054039434182	0.1583470238847466	0.049231708848905875
4	0.41703942254303167	0.15606439066361716	0.0486293898963975
5	0.43393968002427635	0.16848616876978093	0.05027739096115037
6	0.4234145370694839	0.16299326748243156	0.05079804061942092
7	0.42153602941808216	0.16447324966974902	0.05120578056042633
8	0.4278693599566597	0.17460082487283554	0.053209286556243775
9	0.4330869453807187	0.16988993774174532	0.052579325682061875
10	0.4335686028055079	0.178752107925801	0.054075904166498386
11	0.4196638294145281	0.17896706645926932	0.05412630792380351
12	0.4148518966298927	0.171875	0.05262423641176883
13	0.40166399022321914	0.16980077192684817	0.053767329002070784
14	0.38699700576937124	0.15700391271459455	0.05255577465877895
15	0.34416642564388356	0.15673676599078062	0.0534031486111216
16	0.32080157118604574	0.14205452224124424	0.050924779126414
17	0.23452976855595023	0.10532947350883039	0.04628614629796499
18	0.13585325905061474	0.054735903100586104	0.03513672276941432
19	0.055757333984316856	0.024900315591978976	0.018596470616691833
20	0.017965306767342457	0.009220724388552128	0.008575512541821201
21	0.018711508377289143	0.008433912451369615	0.006613801248523705
22	0.02762366784507006	0.009589679308700041	0.006741298681996486
23	0.03636731550754046	0.009853835802476792	0.006601908199113091
24	0.05480645454900074	0.009589747733078104	0.006785061722893177
25	0.07423141254311047	0.008941779374471681	0.0067996586102435684
26	0.10256172194755858	0.009176488214143028	0.006929166907890928
27	0.11882270474155916	0.01200662251655629	0.006737240089880178
28	0.14814783217021857	0.010825103536158013	0.007178813501142042
29	0.1455802297019186	0.012095629528147023	0.007147400308319229
30	0.16288299595485037	0.011380226627164716	0.007216807682696083
31	0.17372823605574295	0.008824726239136112	0.006731244265650364
32	0.1874679209403687	0.0077663530956027125	0.006498182234311318
33	0.19541305874093143	0.00788724391162828	0.006509062887158187
34	0.19978672791403496	0.008536418278538623	0.006724440776247011
35	0.200439490191378	0.008579681081974124	0.006424917447084935
36	0.18511749347258485	0.009210761865713445	0.006570360677049924
37	0.18214820750444205	0.008534755792632106	0.006856235327524326
38	0.17959591271264513	0.0092850357729202	0.0066676991547183345
39	0.16342393187781573	0.0090382116314045	0.006786794257806368
40	0.1200368891898635	0.008695393621836274	0.0069155998951683645
41	0.05955395094267803	0.009974826935179358	0.007704986798567877
42	0.08235504085032125	0.01583280084003154	0.011343619611328785
43	0.13240094813115252	0.03150199815972375	0.017942987376659628
44	0.18744154821084166	0.04852890183713085	0.023154346105448108
45	0.24335794430556362	0.06557240432149179	0.029076490584470607
46	0.2669326988875981	0.08130339938193056	0.03316703344064465
47	0.3076680278550433	0.09603641055045871	0.037232404570517415
48	0.30748776213210854	0.10481613851755507	0.03809841809057871
49	0.3388472578144293	0.10990113360694506	0.03804653297832805
50	0.34641442315466087	0.1170031585404419	0.0379668884980144
51	0.3473705128152052	0.10830762751192347	0.03705765273420369
52	0.3495114481551699	0.11210536818998204	0.03693313590466336
53	0.35066727258324754	0.11710796326180942	0.03905600847548426
54	0.3630150500619215	0.11735515126769631	0.039178761988738785
55	0.3613089738622478	0.11748251190148404	0.038651084730533976
56	0.35110164063448474	0.11972730637439259	0.03747767929490315
57	0.3546129849537237	0.11234460551340233	0.03948955436142539
58	0.3647995917890795	0.12005698072965242	0.03896245705199831
59	0.36821609645946063	0.12068353736230061	0.040493465973253644
60	0.3746683978277092	0.12293507337282378	0.03958150004097385
