Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC
1	0.5242398944986872	0.18257076492375032	0.04709086421847826
2	0.5283908564323273	0.18663927926221863	0.04736572414188114
3	0.5239561167893396	0.18491478024939845	0.04680388041493841
4	0.5304574424463167	0.18645878518740436	0.04629432778931464
5	0.5286812779288259	0.18700626985314905	0.04639551676780336
6	0.5276695887994527	0.18384554743609594	0.04615674119140117
7	0.5381322949227952	0.18537381441972706	0.04675193003970713
8	0.5368207129867459	0.18783121082710164	0.04712812987170699
9	0.5303698302111767	0.18738512788124365	0.048979440004348306
10	0.5225287491120291	0.19291420462191555	0.04802436685274738
11	0.5408973221705377	0.1900882483908837	0.049090079079887855
12	0.5365121059287071	0.19519594037728102	0.048402004310236266
13	0.5382924033088774	0.19560158888096713	0.04915394545953542
14	0.5216131133304386	0.1896147327428324	0.05024118599237445
15	0.5342026212144813	0.1939804167163316	0.0508381344154461
16	0.5160786407214712	0.1851192894600085	0.05111215574416944
17	0.49038242433467033	0.16840582446096383	0.04909374327444605
18	0.44113623139785396	0.15545936423183188	0.045525237909886516
19	0.40639431336391	0.14482932857554137	0.039110716670924826
20	0.3987639900768141	0.13795602582815464	0.03513783609944255
21	0.3603360195916508	0.12611645647257255	0.028879582068831403
22	0.3766320232664399	0.12778047165746662	0.030173825561261972
23	0.39445446694995684	0.12907591052304243	0.03082708376178454
24	0.42200383708653877	0.14041551174328987	0.03332955852362861
25	0.4166113957169422	0.13884292169108126	0.032303241914530906
26	0.43862579539892316	0.13627677502779478	0.03232507985956418
27	0.4802903125815714	0.1309063102352477	0.030555659285260838
28	0.5047184052641766	0.1308856107632781	0.030445285914278232
29	0.4465014949726781	0.1255910093493322	0.030137365316899655
30	0.48934618229637544	0.13304937796635202	0.03056351982549606
31	0.4561547614819025	0.12712241290837561	0.028864810752719832
32	0.4306250330313217	0.11433422145584993	0.028696501864210296
33	0.43029635225007334	0.11738659657945588	0.02887061300522839
34	0.4221155970004002	0.11464138235176202	0.02833555842715614
35	0.4535051988984409	0.11769184455008157	0.028522881316105142
36	0.3992911684769082	0.11106859649033303	0.02890701886436362
37	0.4330048041206478	0.12049516774886344	0.029376086577340144
38	0.444573416344338	0.12638173049833445	0.03002823115140599
39	0.43776079198947704	0.12750314365493304	0.03074304851240333
40	0.4219574166988293	0.12908665221766566	0.03211495172021892
41	0.44507361537793666	0.1379985063934265	0.03382394969475128
42	0.43521654556574646	0.13437934257079215	0.036255402486706466
43	0.45402274047971997	0.13568927447471682	0.038604256701909485
44	0.468324213795496	0.1428940373155952	0.03864689217623013
45	0.5094364949895129	0.15146790017532735	0.04050922685002321
46	0.5233556536578128	0.16045782268050782	0.04119985764607816
47	0.5062127157226558	0.15350929261405996	0.042001123518891625
48	0.5056360222363331	0.1642800142087246	0.04218274174917638
49	0.5130797412983606	0.1654480374144669	0.04283937727426847
50	0.5171274188970331	0.16814131627456722	0.042797271526655106
51	0.5127722813105664	0.16831781360713885	0.04253303006011645
52	0.5104578665419641	0.1663965469374499	0.04259262179273943
53	0.4953316509706098	0.16613487382386602	0.04229848804206393
54	0.513877210461041	0.16864742203310729	0.04150906169414181
55	0.5065030996283023	0.17228801675379932	0.042243939866581155
56	0.5154366279488113	0.16995522452318423	0.04240410367552041
57	0.5032441169715249	0.16893017799031138	0.04268872803286865
58	0.5039232449270823	0.16679599720220847	0.042304728228840835
59	0.5138565070524903	0.16957373149907862	0.042530499449332286
60	0.49868733446591185	0.16569455378229442	0.04317956826296455
