Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC
1	0.5379474545318313	0.20988993121789903	0.042311774166432226
2	0.5398633105714926	0.21249254273782667	0.04271530952127848
3	0.5371086763654914	0.21160940890473398	0.04210786342904622
4	0.5425426751333473	0.2130489373850691	0.04170983027689352
5	0.54329084301062	0.21585801528062956	0.04217362837442803
6	0.5465461652781922	0.21504854737921547	0.04266396747513537
7	0.5506530723494445	0.21608080873485444	0.04281167483422634
8	0.551083859567415	0.21828452504831278	0.043052090054114374
9	0.5510917564990362	0.21877422852894865	0.04488311612038107
10	0.5434799868054727	0.22159117398110517	0.04383645981336299
11	0.5503842766778548	0.22198601858841943	0.04485054835636991
12	0.547133941385929	0.22233942494484146	0.04437699713599256
13	0.5467147968364843	0.22370592638063239	0.045236469924844425
14	0.5346010613799443	0.2158871124640932	0.046162744071995436
15	0.5346398534608594	0.21679851565423888	0.04635868721254589
16	0.5225494747595781	0.2103767546958997	0.04688229968420388
17	0.4984170698639712	0.19265191993541123	0.04514699309478248
18	0.4493867492657638	0.177923289951869	0.041931831427786524
19	0.41251204668035035	0.16702567755114822	0.036017480372967106
20	0.4034519228250396	0.15843289589178883	0.03100106410790131
21	0.3598344596795948	0.14264842247402967	0.02521081779707062
22	0.37667678918472214	0.14759729941329913	0.02607589386913814
23	0.3981395481251357	0.14843840346510076	0.026471835468184154
24	0.42570128444353067	0.15720894216435805	0.028202048273344955
25	0.42752787253500557	0.15656563462246273	0.026941045901922603
26	0.44783437256594916	0.15634343318632224	0.02787612472470274
27	0.4834227797412547	0.14782923669425807	0.026599223457949683
28	0.47781666489907026	0.149546216507295	0.026819935211609514
29	0.45604354890164445	0.14488734992219326	0.02603630741388634
30	0.4790337054183234	0.14529350039333988	0.026223718065250402
31	0.4575641032776575	0.13904418502808621	0.024934518562437818
32	0.439200843120975	0.13360178384050367	0.024949517703674408
33	0.4392788894898143	0.1356814511283458	0.025249540414958017
34	0.4439511050017833	0.13374633719083448	0.025029398638922475
35	0.46054526381214866	0.13607895340494794	0.02507576903586238
36	0.42929925575890565	0.1285104512500948	0.02571943107060164
37	0.4390832237357292	0.13858946472859196	0.02559911673780942
38	0.45181111605518604	0.14452145211038875	0.025685493183560212
39	0.45013124991551884	0.14514608558527317	0.026855383435518566
40	0.43471343094290593	0.1516600520361369	0.027992467442909053
41	0.45987617830549976	0.16400760159848488	0.030115411440839103
42	0.4444236036576353	0.1592185116889349	0.03280658247867073
43	0.46680330508903084	0.1588410981654395	0.03480134857972172
44	0.4875355212996991	0.16675616334847654	0.03515015038625437
45	0.5176464547797338	0.17340061394994294	0.03693849986702252
46	0.5280203367881845	0.18255370606413573	0.03750638755147378
47	0.5158213761803964	0.18320578726086553	0.0380087195936947
48	0.5199905103802712	0.19000102643075922	0.03789003189787837
49	0.52629357327026	0.19259967595917754	0.03884338305227489
50	0.5268540416528912	0.1931076819459012	0.03835830513054638
51	0.5224021671622825	0.19641697933575505	0.03831198654286833
52	0.523478201781621	0.19489258060738654	0.038594359743862404
53	0.5141630913539822	0.1932679170289405	0.038363318987313266
54	0.5220356725940796	0.19380955084200835	0.03755975219749959
55	0.5191213258571707	0.19709733895467116	0.03828572647427031
56	0.5256780621931839	0.19738241030164103	0.03838233247962619
57	0.5150381259623139	0.19406609292357457	0.03871702509285859
58	0.5175489057203397	0.19322852903153684	0.03872396423620906
59	0.5227668845721503	0.1951789069024676	0.03885325898399897
60	0.5192221104075463	0.19389259009439577	0.03933585683442979
