Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC
1	0.35274556226553205	0.1149343637734209	0.03482824591605209
2	0.3565412235540066	0.11865534040954044	0.035282866184773796
3	0.36243016958307867	0.1196285277580654	0.03562182958806087
4	0.37629632790056033	0.12148766642753293	0.03704474464864525
5	0.3648058995645074	0.1245226248540596	0.036917242014176566
6	0.3832141520746967	0.1253590258768322	0.03730827418797764
7	0.37389802376535586	0.1265497581860417	0.03768411318964473
8	0.37436361109240374	0.13164477583615364	0.03660333034193087
9	0.38960347630867864	0.13116098326173373	0.037395810783172806
10	0.381061395266981	0.13189194453574862	0.03908894080654277
11	0.37818378674783737	0.133477972359291	0.038920271602933945
12	0.3759713539157395	0.13194508329637528	0.03938402047082716
13	0.3679165977251984	0.1351521360625106	0.03869456259340154
14	0.37256276353579987	0.12737561193529773	0.039214331657269445
15	0.3669530958495204	0.1284255869624651	0.038416917035708605
16	0.3567516669939745	0.12601910749682468	0.03926582561164952
17	0.34450906729973385	0.12472068967280425	0.03942771438783889
18	0.3283712294211861	0.1156091109401277	0.03863978056431923
19	0.2908279489474394	0.10489571926965291	0.03769937465871263
20	0.23544046866643978	0.0876759629535255	0.030034291148705785
21	0.21677540929860264	0.07312519135822092	0.021361753561912507
22	0.19581438026581122	0.0620225091403376	0.018459718452478575
23	0.20048708249698707	0.058523185959467816	0.018235584295236373
24	0.21704789964840562	0.06001497218186328	0.018417663386721374
25	0.23464431437473113	0.061171306790831194	0.018813961643699906
26	0.23795457459082944	0.05515537947808147	0.019506201063039377
27	0.2507649723893854	0.05513848767302664	0.017644724838830377
28	0.24512488639290442	0.05776037805782061	0.017670006884418266
29	0.26323140118667276	0.05837500203782672	0.018340655396325817
30	0.2623372235872236	0.05303937750530535	0.017482944606150835
31	0.24839812542881398	0.05366826566025045	0.01698191210818107
32	0.24113170020031857	0.05126368968281285	0.01626174943586977
33	0.24532452013891415	0.0519172070005599	0.01685302647746234
34	0.24770996594417571	0.05741715854249269	0.017410586412613276
35	0.23400573151215154	0.05110598744726733	0.016354628760871646
36	0.24465650398285552	0.053269562354327504	0.01734430113086964
37	0.23249926375233146	0.05917625644532558	0.017128870509120864
38	0.22789276743049994	0.059424562513133446	0.01785149587603747
39	0.24646066194993707	0.0670110250215224	0.0186152596545316
40	0.27574712336336976	0.07983929524035327	0.021682860657061778
41	0.26145138060799405	0.07558060995115204	0.024576829041116
42	0.28517923503039366	0.08084098719150265	0.0279353502164568
43	0.2996879259879461	0.08588976524033755	0.02869025885836778
44	0.32586298459904406	0.093423238057463	0.029948235619595316
45	0.33148441955291913	0.0959584090284539	0.029882991544254656
46	0.3450445542682611	0.09966098240538451	0.030473006510799604
47	0.3501973791650946	0.10094409155819893	0.030890932874764885
48	0.3498347116990597	0.10403325903879776	0.031146521963323782
49	0.34577493325363046	0.10682655642491563	0.03263975931380319
50	0.3502021864793822	0.10530054622877394	0.03230043677639753
51	0.3369931661570757	0.10459455644212606	0.03300338733823415
52	0.3503371767423768	0.10487382655759953	0.0320826977538845
53	0.33683214499521924	0.10745361575416858	0.0324211536609109
54	0.3456585242067806	0.10490746099108368	0.03322059162883509
55	0.35274671485031456	0.10865256774200682	0.032988860595507985
56	0.3521992918413606	0.10670009507490506	0.032391391180473024
57	0.36143182301085164	0.10476958813029347	0.032652079970494116
58	0.3439634866276235	0.10300071445582282	0.03227198104524555
59	0.34786847722230807	0.1058173412302179	0.03343013628646076
60	0.3375098802235134	0.10453224243729142	0.03494416101963149
