Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC
1	0.42124148531791	0.14053229006463125	0.04068621073174827
2	0.42536018725375696	0.1453174031287046	0.04091239907398651
3	0.41959212600349466	0.14328792015686784	0.040719592053017506
4	0.42331020544988435	0.14500178914153736	0.04096581382077231
5	0.4219313009532797	0.15299148016276704	0.041937061597466484
6	0.4185965971447091	0.15215004989567268	0.042739256242632084
7	0.42117460855802386	0.1534018965721417	0.04347139536089257
8	0.41638284946335535	0.15219178517734588	0.04329874375201931
9	0.41406023828706207	0.15062020082693445	0.04319984944099087
10	0.4153535407285216	0.1504551157141713	0.043632267254653564
11	0.40457990351913625	0.15143200962695547	0.04341318216827756
12	0.3896872813391464	0.14660325998121337	0.04145468650058834
13	0.3758162962219238	0.1420884436551708	0.04199235060751088
14	0.3445589017596094	0.1341230400318594	0.04144397114848591
15	0.3104736044862705	0.1252057726934159	0.0409174720011061
16	0.2742994750276935	0.10575119816628464	0.0391166186395155
17	0.20620179966401836	0.08219197107953723	0.035372398619603625
18	0.1294367898068328	0.05008456403315784	0.027274579887402912
19	0.06297949504812386	0.02541992909155824	0.016681597538815526
20	0.03633478627404166	0.014681047185235522	0.009518865655590777
21	0.03357738839161476	0.01221142343861083	0.007714198172244942
22	0.045119837493514094	0.011118600934628988	0.007519689214856634
23	0.061184748311428165	0.010942037078400715	0.007434577165949781
24	0.0790371896759199	0.011330404070499006	0.007731375097098766
25	0.09420434106902754	0.010984868564427874	0.007828340494210214
26	0.1107632351009327	0.01054806050834598	0.007597513808095634
27	0.12682762509982629	0.011284292827998477	0.007678080438605907
28	0.14105994061610788	0.010902154799868865	0.007546030787805615
29	0.15038126846799396	0.010589580462634494	0.007912959076003102
30	0.15780744606847114	0.011264735931521648	0.007757423595072667
31	0.15850212149598922	0.01120047540119258	0.0075437773608505315
32	0.17224151913454624	0.01169091289410268	0.007577920881127101
33	0.16614097615224907	0.010944815888327882	0.007652633850963378
34	0.1728335318642049	0.01124701134651796	0.007932836910046896
35	0.17355698999014127	0.011876232862196573	0.007905212685357186
36	0.16635859519408502	0.011271444434408853	0.0076955461493982205
37	0.16753597211193447	0.012226133838364555	0.007592874632677944
38	0.15898160010223897	0.012630560364110244	0.007814533251147181
39	0.14638659872118878	0.012883323072086351	0.007837714374969397
40	0.11897526063783392	0.014291375852109007	0.007943530624767966
41	0.08053764547714633	0.016468912282618094	0.009658675831532598
42	0.11572877472035373	0.026201860744920293	0.013707033473775457
43	0.17898770043145085	0.041238476401294154	0.018992557943947067
44	0.23362810887665744	0.05768328586573874	0.02315323143357426
45	0.26768931342672025	0.06987149194347475	0.027614307595081447
46	0.2993702812304243	0.08410450011552816	0.02937654554571668
47	0.31567551931417	0.09057944562069553	0.030643112331379993
48	0.3321012410043892	0.09804271237472757	0.03156144962983033
49	0.3401248028156019	0.10337575393943221	0.031676182770524884
50	0.3520374536942342	0.10579702065984581	0.03254414791376231
51	0.35069739573898867	0.10808875386535019	0.0319634703196347
52	0.35275633868151696	0.10719628783388674	0.03246090251605195
53	0.35494124468953764	0.10755572078531343	0.03332907896874202
54	0.36053541407444695	0.107859553821001	0.03238230233545115
55	0.3587015535256746	0.10740070006921089	0.03250480090919244
56	0.35443134963772455	0.10780265688203179	0.03231699202255213
57	0.3583336736973867	0.10550138051105289	0.031926649445178285
58	0.3651178080881738	0.10939369255593756	0.03250728486849591
59	0.3641006200621994	0.11138482919393886	0.032656106031007465
60	0.36498118653677647	0.11243638320292357	0.03305076605146227
